2015-10-01,98.2699966430664
2015-10-02,98.27999877929688
2015-10-03,98.27999877929688
2015-10-04,98.27999877929688
2015-10-05,99.26000213623047
2015-10-06,97.54000091552734
2015-10-07,100.2699966430664
2015-10-08,100.80999755859375
2015-10-09,100.6500015258789
2015-10-10,100.6500015258789
2015-10-11,100.6500015258789
2015-10-12,99.51000213623047
2015-10-13,98.19000244140625
2015-10-14,98.38999938964844
2015-10-15,101.63999938964844
2015-10-16,102.83000183105469
2015-10-17,102.83000183105469
2015-10-18,102.83000183105469
2015-10-19,103.61000061035156
2015-10-20,101.66000366210938
2015-10-21,101.7300033569336
2015-10-22,107.5999984741211
2015-10-23,107.98999786376953
2015-10-24,107.98999786376953
2015-10-25,107.98999786376953
2015-10-26,108.62999725341797
2015-10-27,110.95999908447266
2015-10-28,108.12999725341797
2015-10-29,109.20999908447266
2015-10-30,108.12999725341797
2015-10-31,108.12999725341797
2015-11-01,108.12999725341797
2015-11-02,109.5999984741211
2015-11-03,109.0999984741211
2015-11-04,108.9800033569336
2015-11-05,107.83000183105469
2015-11-06,108.33999633789062
2015-11-07,108.33999633789062
2015-11-08,108.33999633789062
2015-11-09,108.11000061035156
2015-11-10,108.8499984741211
2015-11-11,107.19000244140625
2015-11-12,104.2300033569336
2015-11-13,102.56999969482422
2015-11-14,102.56999969482422
2015-11-15,102.56999969482422
2015-11-16,103.80999755859375
2015-11-17,104.52999877929688
2015-11-18,108.12999725341797
2015-11-19,106.51000213623047
2015-11-20,106.54000091552734
2015-11-21,106.54000091552734
2015-11-22,106.54000091552734
2015-11-23,106.36000061035156
2015-11-24,106.56999969482422
2015-11-25,107.77999877929688
2015-11-26,107.77999877929688
2015-11-27,108.0
2015-11-28,108.0
2015-11-29,108.0
2015-11-30,105.95999908447266
2015-12-01,105.8499984741211
2015-12-02,104.44000244140625
2015-12-03,101.37999725341797
2015-12-04,104.06999969482422
2015-12-05,104.06999969482422
2015-12-06,104.06999969482422
2015-12-07,102.91000366210938
2015-12-08,103.52999877929688
2015-12-09,101.94999694824219
2015-12-10,102.62000274658203
2015-12-11,100.02999877929688
2015-12-12,100.02999877929688
2015-12-13,100.02999877929688
2015-12-14,100.48999786376953
2015-12-15,101.97000122070312
2015-12-16,103.33999633789062
2015-12-17,102.36000061035156
2015-12-18,101.5999984741211
2015-12-19,101.5999984741211
2015-12-20,101.5999984741211
2015-12-21,102.62999725341797
2015-12-22,102.86000061035156
2015-12-23,103.13999938964844
2015-12-24,103.58000183105469
2015-12-25,103.58000183105469
2015-12-26,103.58000183105469
2015-12-27,103.58000183105469
2015-12-28,101.68000030517578
